,Unnamed: 0,tweet_id,user_sentiment_label,campany_name,full_text,user_id,user_name,user_description
69,122,125681742760771584,positive,apple,@apple Siri is amazing,32734579.0,JAKE CANO,"Web/Visual Designer for Arteriors Home. I love Fashion, Mother Monster, and anything fresh."
70,124,125677424565424128,positive,apple,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",249506360.0,Monaco Jersey City,"All Status. No Quo. More than a slogan, it's a way of life. Monaco offers the finest features & amenities. Nothing is overlooked–except the Manhattan skyline."
71,126,125667241978114048,positive,apple,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",18623575.0,K  ☮,"I talk too much, I have way too many tubes of lip gloss, 4 a.m. dance parties are love! I intend to change the world.. oh & love IS all you need. ;o) ❤"
72,128,125664375364255744,positive,apple,I ♥ @Apple http://t.co/a8on3IAa,222161588.0,Schmexlie Boma,#FollowersForSchmexlie
73,129,125662399217930240,positive,apple,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry,365825012.0,Ibu_kiley,less human.more being.
74,131,125648027045199873,positive,apple,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",57339887.0,Kathryn Yee,"Wife, Momma & Owner of @theeveryday_co"
75,136,125628199269961729,positive,apple,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,13551082.0,Ale Oyarzabal,i build things: from software to furniture. #ux #design. playing with @fluidlyco on the side.
76,137,125623745284018176,positive,apple,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",15570505.0,Ron Williams,"https://t.co/iyFMRR9kQV -blockchain,security,tech. My tweets are my own. I sometimes own stock & coins or hold short positions in companies I tweet about."
77,138,125618466353983488,positive,apple,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...,25226261.0,NicoleDufourDurocher,"NDD is a Lifestyle Influencer who founded BKLYNcontessa in 2008 and is focused on #Design + #Art + #Beauty + #Style
Email: hello@bklyncontessa.com"
78,140,125610372727193601,positive,apple,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,19268763.0,Kate Betts,Style writer and New York Times Bestselling author
79,142,125596541028282369,positive,apple,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.,216783603.0,Matthew Stuver,"BIM Manager at Dynamix Engineering, LEED AP BD+C, Revit MEP Wizard."
80,144,125585606100267008,positive,apple,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D,18273674.0,Peter Phillips,"Research Director @CODECuk, @Durham_Uni - digital theology, digital humanities, digital culture, media, theology, new testament *** All views are personal"
81,145,125562428200202240,positive,apple,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,14576426.0,Carmen A. Medina,"Co-author Rebels at Work, Collaboration, Creativity, Curiosity, Conversation, Cognition, Critical Thinking, Cosmology,  Kindness"
82,146,125561950376701952,positive,apple,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,9733542.0,deb lavoy,"Our narratives are how we interpret the meaning of things. Be clear, be excellent, be kind. CEO @NarrativeBldrs"
83,147,125550135911518209,positive,apple,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",14258985.0,rye b.,"3d artist and game-liker. retired wannabe translator. i talk about video games, animation, and japanese shoegaze sometimes. マイペースの人。they."
84,148,125547297072357376,positive,apple,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!,44408509.0,Alex Smith,"Ambassador for Monster. Live where media companies, recruitment marketing, and finding talent meet. I'll travel anywhere at least once!Tweets are my own."
85,149,125539788546781185,positive,apple,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple,155009752.0,ricky singh,"Scotlands Top Personal Trainer, National Speaker/Presenter, Entrepreneur and Boxer."
86,150,125537993942515712,positive,apple,@RickySinghPT got a new backside for my eye phone! V impressed with @apple,59307246.0,Hera Hussain حرا,Community. Policy. Feminist. Open/data. Pakistani. Fighting corruption @opencontracting. Founder @chaynHQ: tech & gender rights. Forbes 30 Under 30.
87,151,125537578974851072,positive,apple,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,29450493.0,Michael J. Steele,"Public speaker, life coach, sales mentor, perpetual learner, car enthusiast, proud single father of two awesome kids, follower of God. #FYBY"
88,154,125524107386302465,positive,apple,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,174812528.0,Majed Al Nasser,"‏living like there is no tomorrow, planing as tomorrow is inevitable.. Football, cycling, photography and a petrol head"
89,157,125501281753251840,positive,apple,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,114118776.0,Soumyadeep Basak,Friendly Demon
90,158,125495491701125120,positive,apple,New iOS 5 update is THE BEST. iloveyou @apple,302749790.0,rae,"rae. 19. canada. full-time nerd, part-time record store employee. supernatural, marvel, and star trek make me happy. bands are pretty awesome too. |-/"
91,159,125459338524499969,positive,apple,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",25380346.0,Czarina,"Wife, mom, UCLA grad, aspiring chef, foodie"
92,161,125455260801179648,positive,apple,"I absolutely love my iPhone 4S. Thank you, Steve and @apple.",24303451.0,Jordan,4-time Champion and Commish of the @MidwestPowers Fantasy Baseball League.
93,163,125423290767507456,positive,apple,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,368694539.0,Ethan Ganot,"Marketing Manager for @OdysseyGolf and @CallawayGolf. Strengths: left-handedness, being abstract. Weaknesses: celery allergy, hammerslice. Views are my own."
94,165,125416879035658240,positive,apple,"dammit, listening to siri is making me want to upgrade. well played @apple.",9410242.0,Mohit SantRam,"UXD Manager @FlightSafetyInt & Pizzaiolo @PaulieGee, @SnapCat3000 @ITP_NYU @TechStars Alum, Designer, Chai Maker, Swimmer, & Woodsmith. Golden Retrievers!"
95,166,125407532893224962,positive,apple,"Create new folders from within your photo album in #iOS5, finally!! Thanks @Apple, that's been a thorn in my side for a while. #newfeature",17881825.0,Eli Tarin,the tallest ewok in a world of wookies.
96,168,125402412147146752,positive,apple,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!,79734857.0,PIBB / Ben Evans,"Atlanta based Award-Winning Published Event, Destination & Lifestyle Photographer. Atlanta Magazine. For rates & bookings email: ben@photoimagesbyben.com"
97,169,125393816470568961,positive,apple,#iOS5 update submitted to @apple! Thanks for all the support!,327565451.0,Beer Buddy,"Welcome to Beer Buddy's Twitter page. Beer Buddy allows you to access the @ratebeer database of 300,000+ beers by scanning barcodes! Drink, Rate, Share, Enjoy!"
98,173,125338216411828224,positive,apple,I am crazy about #iOS5 . The photo cropping is the best! @apple,35161162.0,Erica Normandeau,Boston Native Living in San Francisco
99,174,125333598197911552,positive,apple,.@apple thanks for fixing this... http://t.co/wTj1ogDO,15491013.0,Toon Claes,Developer at @gitlab
100,177,125313088160411649,positive,apple,@apple has changed life.,297207296.0,Quinton Stephens,"The only person who I have to prove something to, is Myself."
101,178,125309946723188736,positive,apple,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!,2393711.0,Patrick Duffy,"Native New Yorker now trying to make it anywhere, but namely in Silicon Valley"
102,180,125279987254300672,positive,apple,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,81231757.0,TheAudioPod.com,Audio and Technology Blog and Review
103,184,125252188065902592,positive,apple,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!,17739746.0,Alexandra Steele,"Founder, Emergent Strategies, LLC. Passionate about branding, storytelling, innovation, susty, design, education and travel. Born in BA. #alwayscurious"
104,187,125238977417580544,positive,apple,Wow I am loving this new @apple update for my touch. #coolness Well done,62314924.0,Matt Mass,"Vox/Guitarist for Colors of the Wicked. My muse is a woman who lives by the Gardens, and I'm a sucker for black eye makeup. Keats, Poe, Shelley are my boys..."
105,189,125165176772247552,positive,apple,Love love love iOS 5!! @apple,386718337.0,Mariana Santos ⚓,Do it.
106,190,126418790706712576,negative,apple,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...,26991479.0,patriot on your left,Performer • Lyricist • Magic-Maker • Flight Attendant • Mets fan • Patriot • Aspiring Billionaire Philanthropist
107,191,126417285559762944,negative,apple,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",20256514.0,PunjabiGeek!,♔.live-life{border:none;}  ♔
108,192,126416915664084992,negative,apple,"@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",18176023.0,Jewelz,Join my social network @http://idontdreamidejavu.ning.com/
109,194,126411162622496768,negative,apple,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5,44983061.0,k*,nêhiyaw-iskwêw. dog mom. crime show enthusiast. mental health warrior. harm reduction advocate. spiritual gangster. disco napper. feminist. gemini.
110,195,126410591949697024,negative,apple,@apple needs to hurry up and release #iTunesMatch,98859232.0,Howie,#MSU15 | Public Relations Rep | ♍️
111,196,126409696553861121,negative,apple,Why is  #Siri always down @apple,14108784.0,Rob Hornby,On the middle part of the line from beginning to end. Tweet about • dad • travel • running • music • testing • burgers • photography • blogger • Everton
112,197,126408864387182593,negative,apple,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple,82515766.0,Deb N.,I'm okay you're okay...
113,198,126408052525105153,negative,apple,"@apple AirDrop #fail - Immediate ""declined your request."" every time",16926325.0,Eyal Nevo,Not Eyal Nevo the Photographer. Sorry.
114,199,126407767132078082,negative,apple,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb,24956126.0,Finji,Music All Over. https://t.co/DbuX6a3drw
115,201,126405185630253056,negative,apple,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,13510712.0,Christian Radler,Redakteur für Strategie und Innovation bei der @tagesschau; Projektleitung für die tagesschau-App; Journalisten-Trainer für MoJo; twittert seit 2007
116,202,126405040809312256,negative,apple,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,45089208.0,Big Seth,Proud Father ; Nightlife Security on South Beach ; Lighting Director @ LIV Hard Rock Stadium ; Adult Content Producer ; Miami Beach
117,203,126400637930979329,negative,apple,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,15211917.0,Mike,"Tech geek, Crossfit enthusiast, fan of soup. #weare #PSUnrivaled #diamondclub"
118,204,126394680903614465,negative,apple,"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button.",15395708.0,Old Man & The Tweet,Software developer. Author. Coffee junkie. Music lover. Polipundit. There is nothing to writing. All you do is sit down at a typewriter and bleed.
119,206,126393204550537216,negative,apple,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,18630505.0,Max Wrye,Music.
